-117.12885,32.727182,Mariscos German(South Park),3030 Grape Street ,San Diego,CA,92102,12-7PM,http://www.yelp.com/biz/mariscos-german-san-diego-5,  9/10,1
-117.232173,32.875995,Super Q,3350 La Jolla Village Drive,San Diego,CA,92161,11:30-1:30PM,http://www.superqfoodtruck.com/bbq/,  4/5 ,2
-117.258415,33.134239,Devilicious,2732 Loker Avenue,West Carlsbad,CA,92010,11:30-2PM,https://twitter.com/deviliciousfood,  7/10,3
